CyberTruck15 (UnityEngine.Transform);1;189,92;1
CyberTruck25 (UnityEngine.Transform);1;210,82;1
CyberTruck7 (UnityEngine.Transform);1;216,72;1
CyberTruck14 (UnityEngine.Transform);1;219,34;1
CyberTruck12 (UnityEngine.Transform);1;194,78;2
CyberTruck6 (UnityEngine.Transform);1;227,46;1
CyberTruck18 (UnityEngine.Transform);1;237,18;1
CyberTruck27 (UnityEngine.Transform);1;239,78;1
CyberTruck19 (UnityEngine.Transform);1;244,48;1
CyberTruck21 (UnityEngine.Transform);1;201,14;2
CyberTruck16 (UnityEngine.Transform);1;199,08;2
CyberTruck8 (UnityEngine.Transform);1;212,04;2
