CyberTruck21 (UnityEngine.Transform);1;18,02;1
CyberTruck1  (UnityEngine.Transform);1;18,32;1
CyberTruck9 (UnityEngine.Transform);1;18,38;1
CyberTruck15 (UnityEngine.Transform);1;18,44;1
CyberTruck22 (UnityEngine.Transform);1;18,54;1
CyberTruck5 (UnityEngine.Transform);1;18,62;1
CyberTruck8 (UnityEngine.Transform);1;18,7;1
CyberTruck4 (UnityEngine.Transform);1;18,86;1
CyberTruck7 (UnityEngine.Transform);1;18,94;1
CyberTruck16 (UnityEngine.Transform);1;19,1;1
CyberTruck17 (UnityEngine.Transform);1;19,28;1
CyberTruck11 (UnityEngine.Transform);1;19,72;1
CyberTruck10 (UnityEngine.Transform);1;19,94;1
CyberTruck24 (UnityEngine.Transform);1;20,86;1
CyberTruck20 (UnityEngine.Transform);1;21,66;1
CyberTruck21 (UnityEngine.Transform);2;12,08;2
CyberTruck9 (UnityEngine.Transform);2;12,82;2
CyberTruck15 (UnityEngine.Transform);2;12,9;2
CyberTruck17 (UnityEngine.Transform);2;13,36;2
CyberTruck23 (UnityEngine.Transform);1;16,40329;2
CyberTruck19 (UnityEngine.Transform);1;16,72329;2
CyberTruck10 (UnityEngine.Transform);2;14,3;2
CyberTruck3 (UnityEngine.Transform);1;17,42329;2
CyberTruck20 (UnityEngine.Transform);2;13,86;2
CyberTruck11 (UnityEngine.Transform);2;16,28;2
CyberTruck12 (UnityEngine.Transform);1;20,00457;2
CyberTruck26 (UnityEngine.Transform);1;19,1833;2
CyberTruck24 (UnityEngine.Transform);2;17,08;2
CyberTruck8 (UnityEngine.Transform);1;17,55762;3
CyberTruck5 (UnityEngine.Transform);1;18,05762;3
CyberTruck14 (UnityEngine.Transform);1;19,4;2
CyberTruck1  (UnityEngine.Transform);1;18,67762;3
CyberTruck21 (UnityEngine.Transform);3;13,68;3
CyberTruck22 (UnityEngine.Transform);1;17,62536;3
CyberTruck4 (UnityEngine.Transform);1;16,94;3
CyberTruck27 (UnityEngine.Transform);1;17,68;3
CyberTruck25 (UnityEngine.Transform);1;16,88346;3
CyberTruck10 (UnityEngine.Transform);3;17,54;3
CyberTruck26 (UnityEngine.Transform);2;16,18;3
CyberTruck11 (UnityEngine.Transform);3;17,18;3
CyberTruck13 (UnityEngine.Transform);1;20,02401;3
CyberTruck23 (UnityEngine.Transform);1;16,52728;4
CyberTruck7 (UnityEngine.Transform);1;17,16728;4
CyberTruck14 (UnityEngine.Transform);2;14,5;3
CyberTruck16 (UnityEngine.Transform);1;19,66744;4
CyberTruck9 (UnityEngine.Transform);1;16,92043;4
CyberTruck2 (UnityEngine.Transform);1;18,44043;4
CyberTruck4 (UnityEngine.Transform);2;12,82;4
CyberTruck6 (UnityEngine.Transform);1;18,78342;4
CyberTruck24 (UnityEngine.Transform);1;19,08342;4
