CyberTruck17 (UnityEngine.Transform);1;169,58;1
CyberTruck10 (UnityEngine.Transform);1;178,84;1
CyberTruck27 (UnityEngine.Transform);1;184;1
CyberTruck26 (UnityEngine.Transform);1;196,42;1
CyberTruck22 (UnityEngine.Transform);1;196,88;1
CyberTruck20 (UnityEngine.Transform);1;170,66;2
CyberTruck13 (UnityEngine.Transform);1;204,2;1
CyberTruck5 (UnityEngine.Transform);1;207,24;1
CyberTruck9 (UnityEngine.Transform);1;213,12;1
CyberTruck4 (UnityEngine.Transform);1;213,76;1
CyberTruck25 (UnityEngine.Transform);1;217,66;1
CyberTruck7 (UnityEngine.Transform);1;226,7;1
CyberTruck2 (UnityEngine.Transform);1;184,44;2
CyberTruck14 (UnityEngine.Transform);1;173,96;2
CyberTruck11 (UnityEngine.Transform);1;230,14;1
CyberTruck6 (UnityEngine.Transform);1;180,2;4
CyberTruck19 (UnityEngine.Transform);1;197,7;4
