CyberTruck3 (UnityEngine.Transform);1;149,84;1
CyberTruck9 (UnityEngine.Transform);1;169,68;1
CyberTruck22 (UnityEngine.Transform);1;170,26;1
CyberTruck21 (UnityEngine.Transform);1;170,66;1
CyberTruck2 (UnityEngine.Transform);1;173,46;1
CyberTruck20 (UnityEngine.Transform);1;173,56;1
CyberTruck18 (UnityEngine.Transform);1;175,5;1
CyberTruck12 (UnityEngine.Transform);1;178,38;1
CyberTruck14 (UnityEngine.Transform);1;178,58;1
CyberTruck5 (UnityEngine.Transform);1;181,7;1
CyberTruck27 (UnityEngine.Transform);1;183,42;1
CyberTruck11 (UnityEngine.Transform);1;185,96;1
CyberTruck1  (UnityEngine.Transform);1;187,9;1
CyberTruck19 (UnityEngine.Transform);1;189,6;1
CyberTruck10 (UnityEngine.Transform);1;191,78;1
CyberTruck6 (UnityEngine.Transform);1;192,5;1
CyberTruck15 (UnityEngine.Transform);1;195,9;1
CyberTruck4 (UnityEngine.Transform);1;196,72;1
CyberTruck23 (UnityEngine.Transform);1;196,8;1
CyberTruck24 (UnityEngine.Transform);1;198,28;1
CyberTruck25 (UnityEngine.Transform);1;199,36;1
CyberTruck13 (UnityEngine.Transform);1;200,24;1
CyberTruck26 (UnityEngine.Transform);1;210,88;1
CyberTruck8 (UnityEngine.Transform);1;215,96;1
CyberTruck16 (UnityEngine.Transform);1;217,72;1
CyberTruck7 (UnityEngine.Transform);1;217,86;1
CyberTruck17 (UnityEngine.Transform);1;218,48;1
